Name,ApplicationRole,InputParameters,OutputParameters,ResultSets
controlling.usp_UPD_fm_dc_c_ob_ms_def,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64;@newcommonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_dc_c_ob_ms_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_dc_c_ob_rb_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defcommonobjid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_doc_crtd_by_id_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_doc_crtd_by_nm_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_doc_funct_lst_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_fl_c_ob_ms_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_fl_c_ob_rb_lnk,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defcommonobjid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_fl_com_obj_ms_def,controller,@formid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64;@newcommonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_fl_crtd_by_id_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_fl_crtd_by_nm_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_fm_fl_funct_lst_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_created_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_date_link,controller,@formid:System.Int64;@docdatenameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_free_text_lnk,controller,@formid:System.Int64;@docfreetextnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_int_lnk,controller,@formid:System.Int64;@docintnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_lock_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_ms_link,controller,@formid:System.Int64;@docmslistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_multi_sel_def,controller,@formid:System.Int64;@docmslistid:System.Int64;@docmsattrid:System.Int64;@newdocmsattrid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_UPD_form_doc_radiob_link,controller,@formid:System.Int64;@docradioblistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defaultdocrb_attrid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_real_lnk,controller,@formid:System.Int64;@docrealnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_doc_tr_grp_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_created_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_retentn_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_date_link,controller,@formid:System.Int64;@filedatenameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_free_txt_lnk,controller,@formid:System.Int64;@filefreetextnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_hash_link,controller,@formid:System.Int64;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_int_link,controller,@formid:System.Int64;@fileintnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_ms_link,controller,@formid:System.Int64;@filemultiselectlistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_name_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_plist_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_radiob_link,controller,@formid:System.Int64;@file_radioblistid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String;@defaultfile_rb_attrid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_real_link,controller,@formid:System.Int64;@filerealnameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_size_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_file_tr_grp_link,controller,@formid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_id_posn,controller,@formid:System.Int64;@listposition:System.Int32,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_form_id_text,controller,@formid:System.Int64;@mnemonic:System.String;@attribute_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_frm_doc_funct_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_frm_doc_ppl_lst_lnks,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_frm_file_funct_links,controller,@formid:System.Int64;@genfield_nameid:System.Int64;@ismandatory:System.String;@fieldlength:System.Int16;@formposition:System.String;@attribute1:System.String;@attribute2:System.String;@attribute3:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_frm_file_multi_sel_def,controller,@formid:System.Int64;@filemslistid:System.Int64;@filemsattrid:System.Int64;@newfilemsattrid:System.Int64,@message:System.String;@transaction_status:System.String,1
controlling.usp_UPD_function_list,controller,@functionlistid:System.Int64;@functionid:System.Int64;@listposition:System.Int16,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_function_list_name,controller,@recordid:System.Int64;@mnemonic:System.String;@functionlist_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_lock_document_id,controller,@documentid:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_people_list,controller,@peoplelistid:System.Int64;@sidid:System.Int64;@listposition:System.Int16,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_people_list_name,controller,@recordid:System.Int64;@mnemonic:System.String;@peoplelist_name:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_sid,controller,@sidrecordid:System.Int64;@sid_name:System.String;@sid_description:System.String;@sid_isgroup:System.String,@message:System.String;@transaction_status:System.String,1
controlling.usp_UPD_tag_br_tr_perm_flist,controller,@tag_br_treeid:System.Int64;@functionlistid:System.Int64;@newtag_br_treeid:System.Int64;@newfunctionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_br_tr_perm_plist,controller,@tag_br_treeid:System.Int64;@peoplelistid:System.Int64;@newtag_br_treeid:System.Int64;@newpeoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_browsing_tree_name,controller,@tag_br_treeid:System.Int64;@mnemonic:System.String;@browsing_tree_name:System.String;@description:System.String;@listposition:System.Int32,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_group_id_name,controller,@tag_groupid:System.Int64;@mnemonic:System.String;@tag_group_name:System.String;@description:System.String;@listposition:System.Int32,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_group_perm_flist,controller,@tag_groupid:System.Int64;@functionlistid:System.Int64;@newtag_groupid:System.Int64;@newfunctionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_group_perm_plist,controller,@tag_groupid:System.Int64;@peoplelistid:System.Int64;@newtag_groupid:System.Int64;@newpeoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_tree_name,controller,@tag_treeid:System.Int64;@mnemonic:System.String;@tag_tree_name:System.String;@description:System.String;@listposition:System.Int32,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_tree_perm_flist,controller,@tag_treeid:System.Int64;@functionlistid:System.Int64;@newtag_treeid:System.Int64;@newfunctionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_tag_tree_perm_plist,controller,@tag_treeid:System.Int64;@peoplelistid:System.Int64;@newtag_treeid:System.Int64;@newpeoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_transaction_group,controller,@transactiongroup:System.Int64;@new_transaction_group_note:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_wf_inst_def_pres_step,controller,@recordid:System.Int64;@present_step_id:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_wf_step_duty_funct,controller,@instance_step_id:System.Int64;@functionid:System.Int64;@outputid:System.Int64;@new_instance_step_id:System.Int64;@new_functionid:System.Int64;@new_outputid:System.Int64,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_workflow_instance_def,controller,@recordid:System.Int64;@documentid:System.String;@workflow_model_id:System.Int64;@present_step_id:System.Int64;@notes:System.String,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_workflow_instance_step,controller,@recordid:System.Int64;@instanceid:System.Int64;@model_step_id:System.Int64;@step_status_id:System.Int64;@date1:System.DateTime;@date2:System.DateTime;@date3:System.DateTime,@message:System.String;@transaction_status:System.String,0
controlling.usp_UPD_workflow_participant,controller,@instance_step_id:System.Int64;@sidid:System.Int64;@outputid:System.Int64;@new_instance_step_id:System.Int64;@new_sidid:System.Int64;@new_outputid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_date_value,editor,@documentid:System.String;@docdatenameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_funct_list_link,editor,@documentid:System.String;@genfield_nameid:System.Int64;@functionlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_group_link_restr,editor,@documentid:System.String;@docgroupid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_int_value,editor,@documentid:System.String;@docintnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_multi_select_link,editor,@documentid:System.String;@docmslistid:System.Int64;@docmsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_people_list_link,editor,@documentid:System.String;@genfield_nameid:System.Int64;@peoplelistid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_radiob_link,editor,@documentid:System.String;@docradioblistid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_real_value,editor,@documentid:System.String;@docrealnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_tag,editor,@tag_id:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_text_value,editor,@documentid:System.String;@doctextnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_to_com_obj_ms_link,editor,@documentid:System.String;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_to_com_obj_rb_link,editor,@documentid:System.String;@commonobjlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_to_function_link,editor,@documentid:System.String;@genfield_nameid:System.Int64;@functionid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_transaction_group,editor,@documentid:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_doc_xref,editor,@source_docid:System.String;@xref_docid:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_document_id,editor,@documentid:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file,editor,@id_to_delete:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_date_value,editor,@fileid:System.Int64;@filedatenameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_doc_link,editor,@documentid:System.String;@fileid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_funct_list_link,editor,@fileid:System.Int64;@functionlistid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_group_link,editor,@fileid:System.Int64;@filegroupid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_int_value,editor,@fileid:System.Int64;@fileintnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_multi_select_link,editor,@fileid:System.Int64;@filemslistid:System.Int64;@filemsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_people_list_link,editor,@fileid:System.Int64;@peoplelistid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_radiob_link,editor,@fileid:System.Int64;@file_radioblistid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_real_value,editor,@fileid:System.Int64;@filerealnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_text_value,editor,@fileid:System.Int64;@filetextnameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_to_cm_obj_ms_link,editor,@fileid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_to_com_obj_rb_link,editor,@fileid:System.Int64;@commonobjlistid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_file_to_function_link,editor,@fileid:System.Int64;@functionid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_tag_doc_link,editor,@tag_id:System.Int64;@documentid:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_tag_group_link,editor,@tag_id:System.Int64;@tag_groupid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_tag_tree_branch,editor,@tag_tree_node_id:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_tag_tree_node,editor,@tag_tree_node_id,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_wf_funct_output_file,editor,@fileid:System.Int64;@instance_step_id:System.Int64;@functionid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_wf_input_step_file,editor,@fileid:System.Int64;@input_step_id:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_DEL_wf_people_output_file,editor,@fileid:System.Int64;@instance_step_id:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_date_value,editor,@documentid:System.String;@docdatenameid:System.Int64;@datevalue:System.DateTime,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_funct_list_link,editor,@documentid:System.String;@functionlistid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_function_link,editor,@documentid:System.String;@functionid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_group_link_restr,editor,@documentid:System.String;@docgroupid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_int_value,editor,@documentid:System.String;@docintnameid:System.Int64;@integervalue:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_multi_select_link,editor,@documentid:System.String;@docmslistid:System.Int64;@docmsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_people_list_link,editor,@documentid:System.String;@peoplelistid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_radiob_link,editor,@documentid:System.String;@docradioblistid:System.Int64;@docradiobattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_real_value,editor,@documentid:System.String;@docrealnameid:System.Int64;@realnumbervalue:System.Single,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_tag,editor,@mnemonic:System.String;@tagname:System.String;@description:System.String;@tag_groupid:System.Int64,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
editing.usp_INS_doc_text_value,editor,@documentid:System.String;@doctextnameid:System.Int64;@textvalue:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_to_com_obj_ms_link,editor,@documentid:System.String;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_to_com_obj_rb_link,editor,@documentid:System.String;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_doc_xref,editor,@source_docid:System.String;@xref_docid:System.String;@xref_typeid:System.Int64;@input_notes:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_document_id_restr,editor,@documentid:System.String;@docgroupid:System.Int64;@transactiongroup:System.Int64;@idlockstatus:System.String,@message:System.String;@transaction_status:System.String;@newdocumentid:System.String,0
editing.usp_INS_file_binary_input,editor,@file_content_bin:System.Byte[];@stored_filename:System.String;@transactiongroup:System.Int64;@documentid:System.String;@docidautogen:System.String;@filegroupid:System.Int64;@docgroupid:System.Int64;@duplicate_check:System.String;@full_text_content:System.String;@thumbnail:System.Byte[];@retention_months:System.Int32,@message:System.String;@transaction_status:System.String;@fileid:System.Int64;@newdocumentid:System.String,1
editing.usp_INS_file_date_value,editor,@fileid:System.Int64;@filedatenameid:System.Int64;@datevalue:System.DateTime,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_doc_link,editor,@documentid:System.String;@fileid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_funct_list_link,editor,@fileid:System.Int64;@functionlistid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_function_link,editor,@fileid:System.Int64;@functionid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_group_link,editor,@fileid:System.Int64;@filegroupid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_int_value,editor,@fileid:System.Int64;@fileintnameid:System.Int64;@integervalue:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_multi_select_link,editor,@fileid:System.Int64;@filemslistid:System.Int64;@filemsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_people_list_link,editor,@fileid:System.Int64;@peoplelistid:System.Int64;@genfield_nameid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_radiob_link,editor,@fileid:System.Int64;@file_radioblistid:System.Int64;@file_radiobattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_real_value,editor,@fileid:System.Int64;@filerealnameid:System.Int64;@realnumbervalue:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_text_value,editor,@fileid:System.Int64;@filetextnameid:System.Int64;@textvalue:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_to_com_obj_ms_lnk,editor,@fileid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_file_to_com_obj_radiob_lnk,editor,@fileid:System.Int64;@commonobjlistid:System.Int64;@commonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_personal_people_list,editor,,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
editing.usp_INS_tag_doc_link,editor,@tag_id:System.Int64;@documentid:System.String,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64,0
editing.usp_INS_tag_group_link,editor,@tag_id:System.Int64;@tag_groupid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_tag_tree_node,editor,@tag_id:System.Int64;@tag_treeid:System.Int64;@parentid:System.Int64,@message:System.String;@transaction_status:System.String;@newrecordid:System.Int64;@newnode:System.String,0
reviewing.usp_INS_wf_funct_output_file,reviewer,@fileid:System.Int64;@instance_step_id:System.Int64;@functionid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_INS_wf_input_step_file,editor,@fileid:System.Int64;@input_step_id:System.Int64,@message:System.String;@transaction_status:System.String,0
reviewing.usp_INS_wf_people_output_file,reviewer,@fileid:System.Int64;@instance_step_id:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_SEL_ed_doc_group_ed_perms,editor,,@message:System.String;@transaction_status:System.String,1
editing.usp_UPD_doc_date_value,editor,@documentid:System.String;@docdatenameid:System.Int64;@datevalue:System.DateTime,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_grp_lnk_notes_rstr,editor,@documentid:System.String;@docgroupid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_int_value,editor,@documentid:System.String;@docintnameid:System.Int64;@integervalue:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_multi_select_link,editor,@documentid:System.String;@docmslistid:System.Int64;@docmsattrid:System.Int64;@newdocmsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_radiob_link,editor,@documentid:System.String;@docradioblistid:System.Int64;@docradiobattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_real_value,editor,@documentid:System.String;@docrealnameid:System.Int64;@realnumbervalue:System.Single,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_tag,editor,@tag_id:System.Int64;@mnemonic:System.String;@tagname:System.String;@description:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_text_value,editor,@documentid:System.String;@doctextnameid:System.Int64;@textvalue:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_to_com_obj_ms_link,editor,@documentid:System.String;@commonobjlistid:System.Int64;@commonobjectid:System.Int64;@newcommonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_to_com_obj_rb_link,editor,@documentid:System.String;@commonobjlistid:System.Int64;@commonobjectid:System.Int64;@newcommonobjectid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_transaction_group,editor,@documentid:System.String;@transactiongroup:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_doc_xref_text,editor,@source_docid:System.String;@xref_docid:System.String;@input_notes:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_document_id,editor,@id_to_update:System.String;@new_doc_id:System.String;@transactiongroup:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_file_date_value,editor,@fileid:System.Int64;@filedatenameid:System.Int64;@datevalue:System.DateTime,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_file_doc_link,editor,@documentid:System.String;@newdocumentid:System.String;@fileid:System.Int64;@newfileid:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_file_group_link,editor,@fileid:System.Int64;@filegroupid:System.Int64;@inputnotes:System.String,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_file_int_value,editor,@fileid:System.Int64;@fileintnameid:System.Int64;@integervalue:System.Int64,@message:System.String;@transaction_status:System.String,0
editing.usp_UPD_file_multi_select_link,editor,@fileid:System.Int64;@filemslistid:System.Int64;@filemsattrid:System.Int64;@newfilemsattrid:System.Int64,@message:System.String;@transaction_status:System.String,0
